date,year,type,country,state,location,activity,sex,age,injury,time,species
11-Aug-2013,2013,Unprovoked,usa,south carolina,folly beach,Surfing,M,10,No injury,17h30,Bull shark
Reported 08-Aug-2013,2013,Unprovoked,south africa,,,Attempting to free the shark,M,,Injured,,Black shark
 05-Aug-2013,2013,Unprovoked,usa,florida,"sanibel island, lee county",Fishing,M,17,Injured,15h00,Bull shark
  31-Jul-2013,2013,Unprovoked,usa,hawaii,"ulua beach, maui",Snorkeling,F,56,Injured,08h45,
  30-Jul-2013,2013,Unprovoked,usa,south carolina,"isle of palms, charleston county",Swimming,M,32,Injured,,
28-Jul-2013,2013,Unprovoked,bahamas,abaco islands,scotland cay,Fishing,M,40,Injured,16h05,6' shark
  29-Jul-2013,2013,Unprovoked,mexico,quintana roo,,Wading,F,,Injured,11h00,
  29-Jul-2013,2013,Unprovoked,usa,hawaii,"white plains beach, oahu",Surfing,M,18,Injured,14h10,Tiger shark
28-Jul-2013,2013,Unprovoked,bahamas,exuma islands,compass cay,Fishing,M,64,Injured,16h45,Nurse shark
28-Jul-2013,2013,Unprovoked,bahamas,abaco islands,grand cay,Diving,M,50,Injured,11h15,
    22-Jul-2013,2013,Unprovoked,brazil,pernambuco,"boa viagem beach, recife",Swimming,F,18,Fatal,13h20,
19-Jul-2013,2013,Unprovoked,usa,alabama,"gulf shores, baldwin county",Surfing,F,50,Injured,14h30,
Reported 17-Jul-2013,2013,Unprovoked,usa,florida,st. johns county,Swimming,M,teen,Injured,,
15-Jul-2013,2013,Unprovoked,reunion,saint-paul,le cimetière marin,Swimming,F,15,Fatal,14h15,
14-Jul-2013,2013,Unprovoked,diego garcia,,,Swimming,M,33,Fatal,,
11-Jul-2013,2013,Unprovoked,usa,north carolina,holden beach. brunswick county,Wading,F,63,Injured,15h20,
07-Jul-2013,2013,Invalid,spain,catalonia,"sant marti d’empuries beach, l’escala",Swimming,M,48,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",,Not confirmed
02-Jul-2013,2013,Unprovoked,australia,victoria,"flinders, mornington penisula",Surfing,M,29,No injury,,
30-Jun-2013,2013,Unprovoked,taiwan,taitung,,Fishing,M,,Injured,,
27-Jun-2013,2013,Invalid,jamaica,kingston parish,port royal,Unknown,M,20,Probable drowning with post-mortem bites,,Not confirmed
25-Jun-2013,2013,Watercraft,usa,california,"pacific state , san mateo county",Fishing,M,,No injury,15h30,White shark
25-Jun-2013,2013,Unprovoked,usa,florida,"jacksonville, duval county",Swimming,M,,Injured,,Bull shark
25-Jun-2013,2013,Unprovoked,usa,south carolina,"kiawah island, charleston county",Swimming,M,14,Injured,12h45,4' to 5' shark
18-Jun-2013,2013,Unprovoked,usa,hawaii,kona coast state park,Swimming,M,28,Injured,12h50,Tiger shark
17-Jun-2013,2013,Unprovoked,usa,texas,"surfside beach, brazoria county",Swimming,M,15,Injured,14h45,
16-Jun-2013,2013,Unprovoked,south africa,eastern cape province,queensberry bay,Surfing,M,,Injured,Morning,
15-Jun-2013,2013,Unprovoked,usa,florida,"atlantic beach, duval county",Surfing,F,,Injured,,
Reported 14-Jun-2013,2013,Unprovoked,usa,south carolina,horry county,Boogie Boarding,F,10,Injured,Afternoon,4' to 5' shark
06-Jun-2013,2013,Provoked,usa,florida,"off snipe point, florida keys, monroe county",Fishing,M,58,Injured,,"Lemon shark, 4'"
06-Jun-2013,2013,Unprovoked,australia,new south wales,target beach,Surfing,M,,No injury,16h00,6' shark
27-May-2013,2013,Unprovoked,usa,hawaii,"halewia, oahu",Diving,M,32,Injured,,Galapagos shark
27-May-2013,2013,Unprovoked,usa,florida,volusia county,Swimming,M,11,Injured,Afternoon,
23-May-2013,2013,Unprovoked,brazil,pernambuco,coral cove beach,Unknown,M,41,Fatal,,
23-May-2013,2013,Provoked,palestinian territories,,gaza,Fishing,M,30,Two fingers lost PROVOKED INCIDENT,Evening,
14-May-2014,2013,Unprovoked,ecuador,santa cruz island,"playa brava, turtle bay",Surfing,M,29,Superficial injury to left calf,12h00,Galapagos shark
08-May-2013,2013,Invalid,usa,california,"tourmaline surf park, san diego county",Surfing,M,42,Shark bites were post-mortem,,Invalid
08-May-2013,2013,Unprovoked,reunion,saint-gilles,brisant beach,Body boarding,M,36,Fatal,08h20,Bull shark
04-May-2013,2013,Unprovoked,usa,florida,brevard county,Surfing,M,16,Injured,11h15,a small shark
28-Apr-2013,2013,Provoked,australia,new south wales,emerald beach,Fishing,M,,Injured,,"Wobbegong, 2m"
24-Apr-2013,2013,Unprovoked,mexico,quintana roo,"seagull beach, cancun",Swimming,F,34,Avulsion injury  to lower right leg,13h40,Tiger shark
21-Apr-2013,2013,Unprovoked,australia,new south wales,crowdy head,Fishing,M,51,Injured,14h00,Grey shark
17-Apr-2013,2013,Unprovoked,usa,florida,palm beach county,Surfing,M,9,Injured,10h30,3' shark
14-Apr-2013,2013,Unprovoked,south africa,western cape province,false bay,Diving,M,,"""Light scratch on hand/wrist area""",,Blue shark
13-Apr-2013,2013,Unprovoked,usa,florida,volusia county,Surfing,M,21,Injured,13h30,Bull shark
13-Apr-2013,2013,Unprovoked,guam,,,Unknown,M,40,Fatal,,
10-Apr-2013,2013,Unprovoked,french polynesia,tuamotus,"north pass, fakarava",Kite boarding,M,53,Injured,12h00,Black shark
04-Apr-2013,2013,Unprovoked,usa,florida,"jensen beach, martin county",Swimming,M,50,Injured,,
Reported 02-Apr-2013,2013,Invalid,australia,western australia,perth,Unknown,M,24,Disappeared. No evidence that he was taken by a shark,,Not confirmed
02-Apr-2013,2013,Unprovoked,usa,hawaii,ka’anapali shores,Surfing,M,58,Injured,08h30,4' shark
31-Mar-2013,2013,Invalid,australia,new south wales,terrigal beach,Surfing,M,47,Never happened; it was a  hoax,,No shark involvement
29-Mar-2013,2013,Unprovoked,seychelles,,ile platte,Diving,M,34,Injured,,
Reported 21-Mar-2013,2013,Unprovoked,belize,,,Snorkeling,F,,Injured,,Nurse shark
21-Mar-2013,2013,Unprovoked,bahamas,eleuthera,savannah sound,Fishing,M,50,Injured,,
16-Mar-2013,2013,Provoked,south africa,western cape province,de mond,Fishing,M,30,Injured,09h00,"Raggedtooth shark, 1.5 m"
16-Mar-2013,2013,Unprovoked,south africa,western cape province,hawston beach,Surfing,M,,No injury,,
12-Mar-2013,2013,Unprovoked,jamaica,st. catherine,pillikin red light area,Fishing,M,68,Fatal,09h00,Tiger shark
10-Mar-2013,2013,Unprovoked,australia,western australia,african reef off geraldton,Fishing,M,28,Injured,09h00,"Bronze whaler shark, 2.5m"
10-Mar-2013,2013,Unprovoked,philippines,palawan,off likas island,Swimming,M,28 & 26,Injured,,"""small sharks"""
03-Mar-2013,2013,Unprovoked,south africa,eastern cape province,port st. john's,Swimming,M,39,Injured,,
27-Feb-2013,2013,Unprovoked,new zealand,north island,muriwai,Swimming,M,46,Fatal,13h24,White shark
21-Feb-2013,2013,Unprovoked,usa,hawaii,"ka'anapali, honokowai, maui",Surfing,M,,Injured,18h00,reef shark?
21-Feb-2013,2013,Unprovoked,usa,hawaii,"paia bay, maui",Surfing,M,,No injury,18h00,reef shark?
10-Feb-2013,2013,Unprovoked,usa,florida,"""stuart rocks"", martin county",Surfing,M,16,Injured,14h00,Black shark
09-Feb-2013,2013,Unprovoked,french polynesia,society islands,"tapu, a dive site on the outer reefs of bora bora",Diving,M,48,Injured,09h00 - 09h30,Lemon shark
01-Feb-2013,2013,Unprovoked,jamaica,kingston parish,pedro cays,Unknown,M,18,Injured,,
26-Jan-2013,2013,Watercraft,australia,victoria,cape nelson,Fishing,M,,No injury,,White shark
25-Jan-2013,2013,Unprovoked,australia,queensland,noosa,Surfing,M,,Injured,,
Reported 21-Jan-2013,2013,Invalid,australia,queensland,bullcock beach,Dragging stranded shark into deeper water,M,62,No injury,,
16-Jan-2013,2013,Unprovoked,usa,hawaii,kiholo bay,Surfing,M,43,Injured,16h30,Tiger shark
13-Jan-2013,2013,Unprovoked,new zealand,mercury islands,great mercury island,Fishing,M,,Injured,,"Bronze whaler shark, 3m"
05-Jan-2013,2013,Unprovoked,australia,western australia,near legendre island,Diving,M,26,Injured,10h00,
31-Dec-2012,2012,Unprovoked,usa,florida,"jensen beach, martin county",Swimming,M,,Injured,14h00,
30-Dec-2012,2012,Unprovoked,australia,new south wales,between dee why and long reef,Surfing,M,23,No injury,12h45,2.5 m shark
28-Dec-2012,2012,Unprovoked,australia,new south wales,"kylie's beach, diamond head",Paddle boarding,M,29,Injured,10h45,Bull shark
25-Dec-2012,2012,Unprovoked,south africa,eastern cape province,port st. john's,Swimming,M,20,Fatal,,Tiger shark
19-Dec-2012,2012,Unprovoked,australia,western australia,trigg beach,Surfing,M,32,No injury,0830,Tiger shark
05-Dec-2012,2012,Unprovoked,usa,hawaii,kauai,Surfing,M,60,Injured,13h20,10' shark
02-Dec-2012,2012,Unprovoked,australia,new south wales,green island,Fishing,M,31,Injured,16h45,Tiger shark
December 2012,2012,Unprovoked,new zealand,south island,"sunday cove, fiordland",Diving,F,25,No injury,,Seven-gill shark
30-Nov-2012,2012,Unprovoked,usa,hawaii,"kihei, maui",Snorkeling,M,61,Injured,09h40,Tiger shark
27-Nov-2012,2012,Invalid,australia,queensland,mooloolaba,Unknown,M,20,"Injury to ankle caused  by a stingray, not a shark",14h50,No shark involvement
22-Nov-2012,2012,Unprovoked,mexico,sinaloa,nuevo altata,Swimming,M,32,Fatal,11h40,2.5 m shark
19-Nov-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,14,Injured,17h30,2' to 3' shark
04-Nov-2012,2012,Unprovoked,usa,hawaii,"makena landing, maui",Diving,M,30,Injured,08h30,Tiger shark
04-Nov-2012,2012,Unprovoked,usa,hawaii,"davidson's surf break, kekaha, kaua'i",Surfing,M,43,No injury,08h10,Tiger shark
30-Oct-2012,2012,Unprovoked,usa,california,"humboldt bay, eureka, humboldt county",Surfing,M,25,Injured,12h00,White shark
27-Oct-2012,2012,Unprovoked,usa,hawaii,"makena landing, maui",Swimming,F,51,Injured,15h56,Tiger shark
23-Oct-2012,2012,Unprovoked,usa,california,"surf beach, lompoc, santa barbara county",Surfing,M,39,Fatal,11h00,White shark
19-Oct-2012,2012,Unprovoked,usa,florida,brevard county,Unknown,F,35,Injured,,
18-Oct-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,M,24,Minor bite to ankle,10h30,
18-Oct-2012,2012,Unprovoked,usa,hawaii,"kanaha beach, maui",Paddle boarding,M,55,No injury,07h30,6' to 8' shark
16-Oct-2012,2012,Invalid,usa,florida,hobe sound,Unknown,M,,Injured,17h00,Not confirmed
Reported 11-Oct-2012,2012,Unprovoked,nigeria,delta,oboro,Bathing,F,38,Injured,,
10-Oct-2012,2012,Unprovoked,usa,california,"davenport landing, santa cruz county",Surfing,M,42,"No ijnury to boardrider, shark struck board breaking the mast",18h30,
02-Oct-2012,2012,Unprovoked,australia,western australia,"mullaloo beach, perth",Bodyboarding,M,11,No injury,12h00,2m shark
25-Sep-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,21,Injured,16h30,5' shark
24-Sep-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,22,Injured,Afternoon,4' shark
16-Sep-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,52,Injured,15h00,
10-Sep-2012,2012,Unprovoked,tonga,vava'u,eueiki island,Swimming,F,29,Injured,,Bull shark
09-Sep-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,F,19,Injured,14h20,
08-Sep-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,25,Injured,12h00,
08-Sep-2012,2012,Unprovoked,usa,florida,"south beach, miami-dade county",Swimming,M,,Injured,Afternoon,
06-Sep-2012,2012,Unprovoked,usa,florida,"neptune beach, duval county",Surfing,M,30s,Injured,Just before noon,
06-Sep-2012,2012,Unprovoked,usa,florida,"st. augustine beach, st. john's county",Surfing,M,37,Injured,11h30,
04-Sep-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,32,Injured,07h56,
02-Sep-2012,2012,Unprovoked,usa,florida,volusia county,Boogie boarding,F,8,Injured,18h30,3.5' to 4' shark
02-Sep-2012,2012,Provoked,usa,hawaii,"spreckelsville, maui",Fishing,F,,Injured,12h00,Tiger shark
02-Sep-2012,2012,Unprovoked,usa,florida,volusia county,Swimming,F,56,Injured,16h30,3.5' to 4' shark
31-Aug-2012,2012,Provoked,scotland,inner hebrides,off the isle of islay,Fishing,M,53,No injury,,"Porbeagle shark, 7'"
28-Aug-2012,2012,Unprovoked,australia,western australia,red bluff near quobba station,Surfing,M,34,Injured,15h30,
26-Aug-2012,2012,Unprovoked,brazil,pernambuco,"coral cove, cabo de santo agostinho",Swimming,M,18,Fatal,Afternoon,
15-Aug-2012,2012,Unprovoked,usa,alabama,"gulf shores, baldwin county",Swimming,M,31,Injured,,
11-Aug-2012,2012,Watercraft,australia,western australia,ocean reef,Fishing,M,,No injury,12h00,4.5 m shark
08-Aug-2012,2012,Unprovoked,usa,florida,key largo,Diving,M,56,Injured,1600,"Lemon shark, 4' to 5' "
06-Aug-2012,2012,Unprovoked,reunion,saint leu,,Surfing,M,39,Right hand and foot severed,17h17,Bull shark
04-Aug-2012,2012,Unprovoked,french polynesia,tuamotus,kaukura atoll,Fishing,M,,Injured,,"Lemon shark, 2.5m to 3m "
31-Jul-2012,2012,Unprovoked,usa,california,"topanga beach, los angeles county",Surfing,M,17,No injury,06h45,
31-Jul-2012,2012,Unprovoked,australia,south australia,streaky bay,Surfing,M,48,Injured,14h40,White shark
30-Jul-2012,2012,Unprovoked,usa,hawaii,"maha‘ulepu beach, kauai",Surfing,M,44,Injured,16h35,
30-Jul-2012,2012,Unprovoked,usa,massachusetts,"ballston beach, truro, cape cod",Surfing,M,50,Injured,15h30,White shark
24-Jul-2012,2012,Invalid,usa,north carolina,"ocean isle, brunswick county",Unknown,M,12,Shark involvement unconfirmed,11h45,Not confirmed
23-Jul-2012,2012,Unprovoked,reunion,trois-bassins,,Surfing,M,22,Fatal,16h30,
21-Jul-2012,2012,Invalid,trinidad & tobago,trinidad,"off radix village, mayoro county",Swimming,M,24,Probable drowning with post-mortem bite,,
19-Jul-2012,2012,Invalid,canada,british colombia,"tofino, vancouver",Surfing,F,23,Injured,,"Salmon shark suspected, but unlikely"
14-Jul-2012,2012,Unprovoked,australia,western australia,off wedge island,Surfing,M,24,Fatal,09h05,White shark
08-Jul-2012,2012,Unprovoked,usa,north carolina,"north topsail beach, onslow county",Swimming,F,43,Injured,17h30,
07-July-2012,2012,Unprovoked,bahamas,eleuthera,,Fishing,M,,Injured,,
07-Jul-2012,2012,Invalid,australia,victoria,ship's graveyard off point lonsdale,Diving,F,42,Cause of death was drowning & preceded shark involvement,15h00,
07-Jul-2012,2012,Watercraft,usa,california,"pleasure point, santa cruz county",Kayaking,M,52,No injury,08h30,14' to 18'shark
06-Jul-2012,2012,Unprovoked,south africa,western cape province,"sandstrand, jongensfontein",Surfing,M,29,Injured,16h30,15' shark
Reported 28-Jun-2012,2012,Invalid,croatia,,buccari bay,Swimming,M,60,"Leg struck. Initally reported as a shark attack, but involved a swordfish",,No shark involvement
26-Jun-2012,2012,Unprovoked,usa,florida,palm beach county,Swimming,M,6,Injured,19h00,Bull shark
26-Jun-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,M,26,Nip to left foot,15h00,
26-Jun-2012,2012,Unprovoked,usa,hawaii,"kahana beach, maui",Sitting in the water,F,16,Injured,09h45,a small reef shark
22-Jun-2012,2012,Unprovoked,australia,tasmania,south cape bay,Surfing,M,,"Knocked off board, shark bit nose off surfboard",,
22-Jun-2012,2012,Unprovoked,usa,florida,"bathtub reef  beach, stuart, martin county",Swimming,M,12,Injured,16h30,
20-Jun-2012,2012,Unprovoked,australia,western australia,"mullaloo beach, perth",Surfing,M,62,No injury,07h15,3 m shark
19-Jun-2012,2012,Invalid,usa,south carolina,horry county,Standing,M,16,Injured,,No shark involvement
18-Jun-2012,2012,Unprovoked,usa,north carolina,"ocean isle, brunswick county",Wading,F,6,Injured,11h00,
15-Jun-2012,2012,Provoked,usa,florida,"summerland key, monroe county",Fishing,M,23,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,14h20,Nurse shark
14-Jun-2012,2012,Unprovoked,usa,south carolina,horry county,Swimming,F,18,Injured,Afternoon,Black shark
14-Jun-2012,2012,Unprovoked,usa,south carolina,horry county,Swimming,M,,Injured,Afternoon,Not confirmed
14-Jun-2012,2012,Unprovoked,usa,south carolina,horry county,Swimming,M,,Injured,Afternoon,Black shark
14-Jun-2012,2012,Unprovoked,usa,south carolina,horry county,Swimming,M,16,Injured,13h20,Black shark
12-Jun-2012,2012,Unprovoked,australia,victoria,port campbell,Surfing,M,42,Injured,Morning,1.5 m shark
10-Jun-2012,2012,Provoked,italy,sardinia,muravera,Attempting to rescue an injured & beached shark,M,57,Injured,Morning,Blue shark
03-Jun-2012,2012,Unprovoked,australia,new south wales,"redhead beach, newcastle",Surfing,M,30,No injury,14h30,White shark
02-Jun-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,F,12,Injured,,
02-Jun-2012,2012,Unprovoked,usa,south carolina,horry county,Boogie Boarding,M,25,Injured,19h45,
31-May-2012,2012,Unprovoked,usa,north carolina,"avon, hatteras island, outer banks, dare county",Wading,F,33,Injured,13h30,"18"" to 24"" shark"
29-May-2012,2012,Unprovoked,mexico,guerrero,"boca de la leña, la unión",Diving,M,46,Left hand severed,09h00,Bull shark
23-May-2012,2012,Unprovoked,usa,florida,"jacksonville, duval county",Surfing,M,22,Injured,15h00,4' to 5' shark
20-May-2012,2012,Watercraft,usa,hawaii,"iroquiois point, oahu",Fishing,M,,No injury,Morning,Tiger shark
16-May-2012,2012,Unprovoked,fiji,,matacucu reef,Fishing,M,20,Injured,,
12-May-2012,2012,Watercraft,usa,california,"leffingwell landing, cambria,  san luis obispo county",Fishing,M,30,No injury,14h30,White shark
09-May-2012,2012,Unprovoked,usa,florida,"vero beach, indian river county",Swimming,F,47,Injured,11h30,
06-May-2012,2012,Unprovoked,usa,california,off catalina island,Paddle boarding,F,15,No injury,07h20,White shark
19-Apr-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,28,Injured,19h28,5' shark
19-Apr-2012,2012,Unprovoked,south africa,western cape province,caves near kogel bay,Body boarding,M,20,Fatal,12h30,White shark
11-Apr-2012,2012,Watercraft,australia,south australia,"dolphin bay, innes national park",Kayaking,M,27,Injured,,White shark
03-Apr-2012,2012,Unprovoked,usa,hawaii,"leftovers near chun's reef, oahu",Surfing,M,28,Injured,12h38,Tiger shark
Apr-2013,2012,Unprovoked,usa,florida,"sanibel island, lee county",Unknown,M,,Injured,,a small shark
31-Mar-2012,2012,Unprovoked,australia,western australia,stratham beach,Diving,M,33,Fatal,09h30,White shark
24-Mar-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,M,21,Injured,14h00,
22-Mar-2012,2012,Watercraft,australia,western australia,kalbarri,Fishing,M,,No injury,05h50,White shark
20-Mar-2012,2012,Unprovoked,australia,queensland,nobby's beach,Surfing,M,20,Injured,17h00,Bull shark
15-Mar-2012,2012,Unprovoked,usa,florida,"jensen beach, martin county",Surfing,M,61,Injured,15h50,Bull shark
14-Mar-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,F,15,Injured,16h00,4' to 5' shark
14-Mar-2012,2012,Unprovoked,usa,florida,volusia county,Surfing,M,17,Injured,16h05,4' to 5' shark
06-Mar-2012,2012,Unprovoked,new zealand,north island,"opunake, taranake",Surfing,M,,Injured,19h00,
06-Mar-2012,2012,Provoked,australia,victoria,"shipwreck cove, melbourne aquarium",Diving,F,34,Injured,11h30,"Tawny nurse shark, 40cm"
05-Mar-2012,2012,Unprovoked,reunion,saint-benoit,port de la marine,Body boarding,M,31,No injury,14h30,
04-Mar-2012,2012,Unprovoked,usa,florida,brevard county,Surfing,M,19,Injured,13h00,4' shark
03-Mar-2012,2012,Invalid,saudi arabia,tabuk province,off duba,Surfing,M,42,Injured,,
01-Mar-2012,2012,Provoked,chile,antofagasta province,antofagasta,Fishing,M,,Injured,,
26-Feb-2012,2012,Provoked,usa,florida,palm beach county,Surfing,M,,Injured,14h00,Spinner shark
25-Feb-2012,2012,Unprovoked,australia,new south wales,broughton island,Fishing,M,,Injured,16h00,Grey shark
20-Feb-2012,2012,Watercraft,south africa,western cape province,strandfontein,Fishing,M,,No injury,,White shark
06-Feb-2012,2012,Unprovoked,australia,queensland,wurtulla,Surfing,M,29,No injury,12h00,
27-Jan-2012,2012,Unprovoked,usa,hawaii,lanai,Snorkeling,M,,No injury,11h05,6' to 8' shark
19-Jan-2012,2012,Unprovoked,australia,western australia,coral bay,Snorkeling,M,26,Injured,Afternoon,Tiger shark
Reported 22-Jan-2012,2012,Unprovoked,bahamas,,cat island,Diving,M,,No injury,,Tiger shark
18-Jan-2012,2012,Provoked,taiwan,taitung,taimali,Fishing,M,24,Injured,,Blue shark
18-Jan-2012,2012,Unprovoked,australia,new south wales,redhead beach,Surfing,M,44,Injured,16h45,White shark
15-Jan-2012,2012,Unprovoked,south africa,eastern cape province,"second beach, port st. johns",Swimming,M,25,Fatal,15h40,Bull shark
13-Jan-2012,2012,Unprovoked,usa,oregon,"lincoln city, lincoln county",Surfing,M,53,No injury,,White shark
03-Jan-2012,2012,Unprovoked,australia,new south wales,north avoca beach,Surfing,M,28,Injured,20h00,2 m shark
02-Jan-2012,2012,Unprovoked,australia,queensland,duranbah,Fishing,M,34,No injury,09h00,Tiger shark
31-Dec-2011,2011,Unprovoked,usa,florida,palm beach county,Unknown,M,,Injured,18h00,
Reported 26-Dec-2011,2011,Invalid,antigua,st john's,fort james beach,Swimming,M,,Injured,Early morning,Not confirmed
25-Dec-2011,2011,Unprovoked,ecuador,santa elena,barandúa beach,Surfing,M,23,Injured,18h00,
23-Dec-2011,2011,Unprovoked,usa,florida,new smyrna beach,Surfing,M,27,Injured,12h30,
21-Dec-2011,2011,Provoked,usa,hawaii,"makahuena point, kauai",Canoeing,M,,No injury,,7' to 8' shark 
21-Dec-2011,2011,Watercraft,south africa,eastern cape province,"noordhoek, port elizabeth",Fishing,M,35,No injury,Dawn,
11-Dec-2011,2011,Unprovoked,australia,new south wales,angourie,Surfing,M,51,Injured,05h45,White shark
07-Dec-2011,2011,Invalid,south africa,kwazulu-natal,between sodwana & cape vidal,Surfing,M,,No injury,,Not confirmed
07-Dec-2011,2011,Unprovoked,australia,new south wales,maroubra,Surfing,M,14,Injured,,Wobbegong shark
06-Dec-2011,2011,Unprovoked,usa,oregon,seaside cove,Surfing,F,,Injured,09h00,
05-Dec-2011,2011,Invalid,australia,queensland,bushy ilet,Fishing,F,,Killed by a shark or crocodile.,,Not confirmed
02-Dec-2011,2011,Unprovoked,australia,new south wales,broken head,Surfing,M,63,Torn shoulder ligament as result of collision with shark,06h00,
29-Nov-2011,2011,Unprovoked,indonesia,bali,tabanan,Surfing,M,18,Injured,13h30,
28-Nov-2011,2011,Unprovoked,australia,queensland,peregian,Swimming,M,10,Injured,Afternoon,Wobbegong shark?
22-Nov-2011,2011,Watercraft,usa,california,pigeon point,Kayaking,M,,No injury,,White shark
Reported 20-Nov-2011,2011,Unprovoked,papua new guinea,east new britain,pigeon island,Diving,M,,No injury,,
12-Nov-2011,2011,Unprovoked,brazil,pernambuco,"punta del chifre beach, olinda",Surfing,M,35,Injured,,
11-Nov-2011,2011,Unprovoked,reunion,bois-blanc,sainte-rose,Diving,M,42,Injured,Morning,
  29-Oct-2011,2011,Unprovoked,usa,california,"marina state beach, monterey county",Surfing,M,27,Injured,,White shark
Reported 28-Oct-2011,2011,Unprovoked,scotland,moray,spey bay,Surfing,M,26,No injury,,8' to 10' shark
  29-Oct-2011,2011,Provoked,south africa,kwazulu-natal,"ushaka aquarium, durban",Diving,M,,Injured,,Raggedtooth shark
22-Oct-2011,2011,Unprovoked,australia,western australia,rottnest island,Diving,M,32,Fatal,13h25,White shark
20-Oct-2011,2011,Unprovoked,usa,oregon,"newport, lincoln county",Surfing,M,41,No injury,,White shark
19-Oct-2011,2011,Unprovoked,australia,victoria,elwood beach,Diving,M,50,Small bruise to calf,16h00,"Port Jackson shark, 1m"
11-Oct-2011,2011,Unprovoked,usa,florida,cape canaveral,Surfing,M,,Injured,,3' shark
10-Oct-2011,2011,Unprovoked,usa,oregon,seaside,Surfing,M,,No injury,,10' to 12' shark
09-Oct-2011,2011,Unprovoked,australia,western australia,cottesloe beach,Swimming,M,64,Fatal,08h10,
05-Oct-2011,2011,Watercraft,reunion,,cap la houssaye,Canoeing,M,51,No injury,10h30,2 to 2.5 m shark
02-Oct-2011,2011,Unprovoked,usa,florida,"santa maria island, manatee county",Fishing,M,,Injured,Afternoon,
01-Oct-2011,2011,Unprovoked,usa,alabama,"gulf shores, baldwin county",Unknown,M,29,Injured,,
30-Sep-2011,2011,Invalid,usa,puerto rico,hatillo beach,Surfing,M,27,Injured,09h50,No shark involvement
28-Sep-2011,2011,Provoked,dominican republic,samaná province,playa jackson,Fishing,M,48,Injured,,
28-Sep-2011,2011,Unprovoked,south africa,western cape province,clovely beach,Swimming,M,43,Injured,12h25,White shark
24-Sep-2011,2011,Unprovoked,usa,florida,"santa maria island, manatee county",Fishing,M,21,Injured,15h00,Bull shark
24-Sep-2011,2011,Unprovoked,usa,south carolina,horry county,Jumping in the waves,M,5,Injured,10h00,
20-Sep-2011,2011,Watercraft,usa,hawaii,kauai,Canoeing,M,,No injury,15h00,
19-Sep-2011,2011,Unprovoked,reunion,saint-gilles,boucan-canot,Body boarding,M,38,Fatal,15h30,
17-Sep-2011,2011,Unprovoked,kenya,coast province,"mama ngina beach, mombasa",Swimming,M,17,Fatal,,
16-Sep-2011,2011,Unprovoked,usa,florida,new smyrna beach,Surfing,M,25,Injured,11h00,4' to 6' shark
11-Sep-2011,2011,Unprovoked,usa,california,"samoa beach, humboldt county",Surfing,M,37,No injury,12h20,
11-Sep-2011,2011,Unprovoked,papua new guinea,central province,"hula, near port moresby",Surfing,M,30,Injured,Afternoon,Tiger shark
04-Sep-2011,2011,Unprovoked,usa,hawaii,"nimitz state beach, oahu",Surfing,M,,No injury,13h00,
04-Sep-2011,2011,Unprovoked,australia,western australia,bunker bay,Body boarding,M,21,Fatal,13h26,White shark
02-Sep-2011,2011,Unprovoked,usa,florida,volusia county,Surfing,M,19,Injured,11h00,"6' shark, possibly a blactip or spinner shark"
31-Aug-2011,2011,Unprovoked,usa,florida,st. johns county,Surfing,M,19,Injured,11h00,6' shark
28-Aug-2011,2011,Invalid,australia,queensland,fantome island,Swimming,M,48,Fatal,19h30,Not confirmed
28-Aug-2011,2011,Unprovoked,usa,texas,"grass island, aransas county",Fishing,F,39,Injured,19h00,
26-Aug-2011,2011,Unprovoked,russia,primorsky krai,slavyanka,"Standing, collecting sea stars",M,,Injured,Morning,
24-Aug-2011 ,2011,Unprovoked,usa,north carolina,"buxton beach, dare county",Surfing,M,21,Injured,,
24-Aug-2011 ,2011,Unprovoked,usa,north carolina,holden beach. brunswick county,Unknown,M,10,Injured,15h30,
23-Aug-2011,2011,Unprovoked,south africa,western cape province,"lookout beach, near the keurbooms river mouth in plettenberg bay",Surfing,M,49,Fatal,09h11,White shark
18-Aug-2011,2011,Unprovoked,russia,"peter the great bay, khasan, primorsky krai (far east)",zheltukhin island,Swimming,M,16,Injured,,
17-Aug-2011,2011,Unprovoked,usa,north carolina,"kure beach, new hanover county",Wading,F,20s,Injured,17h00,Tiger shark
17-Aug-2011,2011,Invalid,usa,north carolina,"wrightsville beach, new hanover county",Unknown,M,12,Abrasions to left hand,16h00,Not confirmed
